,comercio_id,mes_operacion,estado,moneda,num_transacciones,monto_transaccion,monto_contracargo_venta
397,47,01/08/21,COMPLETED,MXN,"22,512",1880882.91,69739.15
398,47,01/08/21,FAILED,MXN,"16,467",1758787.05,0.0
399,47,01/08/21,CANCELLED,MXN,17,3540015.56,0.0
400,47,01/08/21,ERROR,MXN,15,2385.0,0.0
401,48,01/07/21,FAILED,MXN,"24,360",2273847.49,0.0
402,48,01/07/21,COMPLETED,MXN,"16,791",1473249.93,12356.6
403,48,01/07/21,ERROR,MXN,40,2949.13,0.0
404,48,01/08/21,FAILED,MXN,"18,785",2096080.12,0.0
405,48,01/08/21,COMPLETED,MXN,"14,065",1417576.33,10418.71
406,48,01/08/21,ERROR,MXN,6,445.77,0.0
407,49,01/07/21,FAILED,MXN,"20,891",7666909.21,0.0
408,49,01/07/21,COMPLETED,MXN,"14,962",3107644.71,165102.48
409,49,01/07/21,ERROR,MXN,29,8724.0,0.0
410,49,01/08/21,FAILED,MXN,"20,972",8189305.51,0.0
411,49,01/08/21,COMPLETED,MXN,"15,955",3541594.24,229037.71
412,49,01/08/21,ERROR,MXN,2,1374.0,0.0
413,50,01/07/21,COMPLETED,MXN,"25,733",13808403.47,0.0
414,50,01/07/21,FAILED,MXN,"8,096",6185626.94,0.0
415,50,01/07/21,ERROR,MXN,15,6240.52,0.0
416,50,01/08/21,COMPLETED,MXN,"27,421",13381301.9,817.74
417,50,01/08/21,FAILED,MXN,"11,016",4735180.21,0.0
418,50,01/08/21,ERROR,MXN,5,6257.25,0.0
419,50,01/08/21,CANCELLED,MXN,1,10.0,0.0
428,52,01/07/21,COMPLETED,MXN,"23,966",11525192.8,0.0
429,52,01/07/21,FAILED,MXN,"8,875",4912731.0,0.0
430,52,01/07/21,CANCELLED,MXN,97,433186.0,0.0
431,52,01/07/21,IN_PROGRESS,MXN,17,58415.0,0.0
432,52,01/07/21,ERROR,MXN,12,5832.0,0.0
433,52,01/08/21,COMPLETED,MXN,"24,092",10954385.75,0.0
434,52,01/08/21,FAILED,MXN,"9,835",4638159.5,0.0
435,52,01/08/21,IN_PROGRESS,MXN,43,65546.0,0.0
436,52,01/08/21,CANCELLED,MXN,10,14501.0,0.0
437,52,01/08/21,ERROR,MXN,5,2541.0,0.0
438,53,01/07/21,COMPLETED,MXN,"20,762",123117252.64,0.0
439,53,01/07/21,FAILED,MXN,"8,079",64730718.98,0.0
440,53,01/07/21,EXPIRED,MXN,"1,578",11042775.82,0.0
441,53,01/07/21,ERROR,MXN,110,575403.59,0.0
442,53,01/08/21,COMPLETED,MXN,"23,798",124162453.3,0.0
443,53,01/08/21,FAILED,MXN,"9,521",65413575.77,0.0
444,53,01/08/21,EXPIRED,MXN,"2,036",12481750.92,0.0
445,53,01/08/21,ERROR,MXN,61,288557.72,0.0
446,54,01/07/21,FAILED,MXN,"36,649",66729490.19,0.0
447,54,01/07/21,COMPLETED,MXN,"6,704",12659492.87,501338.63
448,54,01/07/21,CANCELLED,MXN,137,216464.32,0.0
449,54,01/07/21,IN_PROGRESS,MXN,136,233162.63,0.0
450,54,01/07/21,ERROR,MXN,3,13639.45,0.0
451,54,01/08/21,FAILED,MXN,"20,427",41026220.82,0.0
452,54,01/08/21,COMPLETED,MXN,"1,229",2595461.04,318720.88
453,54,01/08/21,IN_PROGRESS,MXN,1,705.64,0.0
454,55,01/07/21,COMPLETED,MXN,"27,133",18690417.33,0.0
455,55,01/07/21,FAILED,MXN,"1,580",2741201.0,0.0
456,55,01/07/21,CANCELLED,MXN,26,19424.0,0.0
457,55,01/08/21,COMPLETED,MXN,"33,088",25035133.09,0.0
458,55,01/08/21,FAILED,MXN,"1,383",3342123.52,0.0
459,56,01/07/21,FAILED,MXN,"20,911",30521410.5,0.0
460,56,01/07/21,COMPLETED,MXN,"12,974",15147822.5,5108097.5
461,56,01/07/21,ERROR,MXN,149,167400.0,0.0
462,56,01/08/21,FAILED,MXN,"17,494",24050317.5,0.0
463,56,01/08/21,COMPLETED,MXN,"10,287",11243454.0,3168824.5
464,56,01/08/21,ERROR,MXN,88,115481.0,0.0
465,57,01/07/21,COMPLETED,MXN,"20,264",6913410.6,1825.0
466,57,01/07/21,FAILED,MXN,"5,716",2269439.0,0.0
467,57,01/07/21,ERROR,MXN,59,10800.0,0.0
468,57,01/07/21,EXPIRED,MXN,7,5225.0,0.0
469,57,01/08/21,COMPLETED,MXN,"25,903",10103142.56,5250.0
470,57,01/08/21,FAILED,MXN,"6,677",2927596.49,0.0
471,57,01/08/21,EXPIRED,MXN,29,38035.0,0.0
472,57,01/08/21,ERROR,MXN,14,48975.0,0.0
473,58,01/07/21,IN_PROGRESS,MXN,"13,753",29510032.12,0.0
474,58,01/07/21,COMPLETED,MXN,"7,240",15883491.28,0.0
475,58,01/07/21,CANCELLED,MXN,"5,342",17020529.64,0.0
476,58,01/07/21,FAILED,MXN,"1,355",1970577.97,0.0
477,58,01/08/21,IN_PROGRESS,MXN,"15,656",41722223.01,0.0
478,58,01/08/21,COMPLETED,MXN,"6,835",17799367.98,0.0
479,58,01/08/21,CANCELLED,MXN,"3,914",17025871.77,0.0
480,58,01/08/21,FAILED,MXN,"1,732",2925801.55,0.0
481,59,01/07/21,FAILED,MXN,"16,097",21559721.84,0.0
482,59,01/07/21,COMPLETED,MXN,"11,325",15409383.66,73227.54
483,59,01/07/21,ERROR,MXN,11,12756.54,0.0
484,59,01/07/21,CANCELLED,MXN,4,2849.25,0.0
485,59,01/08/21,FAILED,MXN,"16,000",22966678.17,0.0
486,59,01/08/21,COMPLETED,MXN,"12,139",16073263.55,112802.49
487,59,01/08/21,ERROR,MXN,14,24973.46,0.0
488,59,01/08/21,CANCELLED,MXN,2,595.96,0.0
489,60,01/07/21,COMPLETED,MXN,"15,451",13983992.69,68728.65
490,60,01/07/21,FAILED,MXN,"11,791",13020878.86,0.0
491,60,01/07/21,EXPIRED,MXN,"1,439",1469982.48,0.0
492,60,01/07/21,ERROR,MXN,96,91643.52,0.0
493,60,01/08/21,COMPLETED,MXN,"13,825",11526085.42,43030.96
494,60,01/08/21,FAILED,MXN,"9,985",10353844.39,0.0
495,60,01/08/21,EXPIRED,MXN,"1,536",1543352.96,0.0
496,60,01/08/21,ERROR,MXN,35,42713.57,0.0
497,61,01/07/21,COMPLETED,MXN,"20,530",29402913.48,0.0
498,61,01/07/21,IN_PROGRESS,MXN,"5,316",5030173.0,0.0
499,61,01/07/21,FAILED,MXN,"1,484",3795540.5,0.0
500,61,01/07/21,CANCELLED,MXN,10,23375.0,0.0
501,61,01/08/21,COMPLETED,MXN,"20,557",29707693.47,0.0
502,61,01/08/21,IN_PROGRESS,MXN,"3,368",3419987.0,0.0
503,61,01/08/21,CANCELLED,MXN,"1,532",1470672.0,0.0
504,61,01/08/21,FAILED,MXN,"1,149",2623676.3,0.0
505,62,01/07/21,COMPLETED,MXN,"26,151",6400039.32,0.0
506,62,01/07/21,FAILED,MXN,602,169305.16,0.0
507,62,01/07/21,ERROR,MXN,16,3628.41,0.0
508,62,01/08/21,COMPLETED,MXN,"26,641",6572341.58,0.0
509,62,01/08/21,FAILED,MXN,507,132247.92,0.0
510,62,01/08/21,ERROR,MXN,1,140.0,0.0
511,63,01/07/21,COMPLETED,MXN,"22,745",41148358.68,0.0
512,63,01/07/21,FAILED,MXN,"3,423",7819120.43,0.0
513,63,01/07/21,CANCELLED,MXN,24,48407.0,0.0
514,63,01/08/21,COMPLETED,MXN,"24,651",47084601.33,0.0
515,63,01/08/21,FAILED,MXN,"2,719",5699219.85,0.0
516,63,01/08/21,CANCELLED,MXN,2,6190.0,0.0
517,64,01/07/21,COMPLETED,MXN,"15,813",3320128.79,0.0
518,64,01/07/21,FAILED,MXN,"9,500",1862447.4,0.0
519,64,01/07/21,ERROR,MXN,24,5008.0,0.0
520,64,01/08/21,COMPLETED,MXN,"16,097",3616318.9,0.0
521,64,01/08/21,FAILED,MXN,"9,283",1959527.71,0.0
522,64,01/08/21,ERROR,MXN,12,1150.0,0.0
523,65,01/07/21,COMPLETED,MXN,"13,769",63760939.4,713932.49
524,65,01/07/21,COMPLETED,USD,299,135720.75,1670.64
525,65,01/07/21,FAILED,MXN,"11,122",66611194.4,0.0
526,65,01/07/21,FAILED,USD,143,43396.23,0.0
527,65,01/07/21,EXPIRED,MXN,652,3240263.62,0.0
528,65,01/07/21,IN_PROGRESS,MXN,140,565922.24,0.0
529,65,01/07/21,IN_PROGRESS,USD,4,143.59,0.0
530,65,01/07/21,CANCELLED,MXN,133,1469361.55,0.0
531,65,01/07/21,CANCELLED,USD,4,814.81,0.0
532,65,01/07/21,ERROR,MXN,34,160028.89,0.0
533,65,01/07/21,ERROR,USD,4,451.26,0.0
534,65,01/07/21,CHARGE_PENDING,MXN,1,499.0,0.0
535,65,01/08/21,COMPLETED,MXN,"11,361",50219346.16,459096.41
536,65,01/08/21,COMPLETED,USD,162,59009.22,0.0
537,65,01/08/21,FAILED,MXN,"10,037",52393072.54,0.0
538,65,01/08/21,FAILED,USD,118,42701.36,0.0
539,65,01/08/21,EXPIRED,MXN,636,3031298.89,0.0
540,65,01/08/21,IN_PROGRESS,MXN,123,439404.74,0.0
541,65,01/08/21,IN_PROGRESS,USD,1,194.68,0.0
542,65,01/08/21,CANCELLED,MXN,57,201565.17,0.0
543,65,01/08/21,CANCELLED,USD,1,174.07,0.0
544,65,01/08/21,ERROR,USD,19,7109.11,0.0
545,65,01/08/21,ERROR,MXN,8,54480.72,0.0
546,66,01/07/21,COMPLETED,MXN,"23,247",1841468.5,0.0
547,66,01/07/21,FAILED,MXN,484,40254.0,0.0
548,66,01/07/21,CANCELLED,MXN,19,2650.0,0.0
549,66,01/08/21,COMPLETED,MXN,"24,213",1941824.5,0.0
550,66,01/08/21,FAILED,MXN,467,43441.99,0.0
551,66,01/08/21,CANCELLED,MXN,3,280.0,0.0
552,67,01/07/21,FAILED,MXN,"15,043",6169680.59,0.0
553,67,01/07/21,COMPLETED,MXN,"8,897",2618790.33,31943.16
554,67,01/07/21,CHARGE_PENDING,MXN,155,59020.89,0.0
555,67,01/07/21,ERROR,MXN,9,4080.0,0.0
556,67,01/07/21,IN_PROGRESS,MXN,1,496.0,0.0
557,67,01/08/21,FAILED,MXN,"15,289",6548933.65,0.0
558,67,01/08/21,COMPLETED,MXN,"8,764",2696870.28,27472.34
559,67,01/08/21,CANCELLED,MXN,91,26412.68,0.0
560,67,01/08/21,CHARGE_PENDING,MXN,60,31341.13,0.0
561,67,01/08/21,ERROR,MXN,2,992.0,0.0
562,68,01/07/21,COMPLETED,MXN,"14,160",9070069.5,0.0
563,68,01/07/21,IN_PROGRESS,MXN,"10,846",7251581.0,0.0
564,68,01/07/21,FAILED,MXN,"1,091",692134.5,0.0
565,68,01/08/21,COMPLETED,MXN,"9,378",6140850.0,0.0
566,68,01/08/21,IN_PROGRESS,MXN,"7,907",5491767.86,0.0
567,68,01/08/21,FAILED,MXN,782,526911.5,0.0
568,69,01/07/21,COMPLETED,MXN,"15,642",3442991.57,0.0
569,69,01/07/21,FAILED,MXN,"11,844",7050058.44,0.0
570,69,01/07/21,CANCELLED,MXN,480,549388.45,0.0
571,69,01/07/21,ERROR,MXN,42,20152.33,0.0
572,69,01/08/21,COMPLETED,MXN,"9,433",2172294.18,0.0
573,69,01/08/21,FAILED,MXN,"6,172",4432568.86,0.0
574,69,01/08/21,CANCELLED,MXN,374,425998.73,0.0
575,69,01/08/21,ERROR,MXN,11,1978.52,0.0
576,70,01/07/21,COMPLETED,MXN,"21,078",108253589.35,0.0
577,70,01/07/21,CANCELLED,MXN,31,79862.0,0.0
578,70,01/07/21,FAILED,MXN,22,63793.0,0.0
579,70,01/08/21,COMPLETED,MXN,"22,091",115566061.63,0.0
580,70,01/08/21,FAILED,MXN,38,121060.89,0.0
581,71,01/07/21,COMPLETED,MXN,"10,717",12530116.1,585092.01
582,71,01/07/21,FAILED,MXN,"8,799",14280202.94,0.0
583,71,01/07/21,CANCELLED,MXN,208,253481.09,0.0
584,71,01/07/21,IN_PROGRESS,MXN,89,160399.35,0.0
585,71,01/07/21,EXPIRED,MXN,74,517212.88,0.0
586,71,01/07/21,ERROR,MXN,14,15244.59,0.0
587,71,01/08/21,COMPLETED,MXN,"12,212",14788951.42,578725.87
588,71,01/08/21,FAILED,MXN,"10,352",17184165.18,0.0
589,71,01/08/21,CANCELLED,MXN,180,300304.34,0.0
590,71,01/08/21,IN_PROGRESS,MXN,150,373260.29,0.0
591,71,01/08/21,EXPIRED,MXN,121,611433.71,0.0
592,71,01/08/21,ERROR,MXN,13,11482.04,0.0
593,72,01/07/21,COMPLETED,MXN,"21,309",163933200.34,0.0
594,72,01/07/21,FAILED,MXN,78,312560.0,0.0
595,72,01/07/21,CANCELLED,MXN,11,27839.0,0.0
596,72,01/08/21,COMPLETED,MXN,"20,870",161952549.77,0.0
597,72,01/08/21,FAILED,MXN,78,347076.0,0.0
598,73,01/07/21,COMPLETED,MXN,"17,651",51579476.66,0.0
599,73,01/07/21,FAILED,MXN,"4,739",14706642.29,0.0
600,73,01/07/21,ERROR,MXN,10,28654.24,0.0
601,73,01/08/21,COMPLETED,MXN,"14,149",45813303.24,0.0
602,73,01/08/21,FAILED,MXN,"3,983",13742616.12,0.0
603,73,01/08/21,ERROR,MXN,2,11346.6,0.0
604,74,01/07/21,FAILED,MXN,"16,998",1512822.0,0.0
605,74,01/07/21,COMPLETED,MXN,"2,837",252493.0,8366.0
606,74,01/07/21,ERROR,MXN,7,623.0,0.0
607,74,01/08/21,FAILED,MXN,"16,145",1436905.0,0.0
608,74,01/08/21,COMPLETED,MXN,"2,690",239410.0,8989.0
609,74,01/08/21,ERROR,MXN,6,534.0,0.0
610,75,01/07/21,COMPLETED,MXN,"13,619",2938890.51,1406.27
611,75,01/07/21,FAILED,MXN,"4,732",693770.08,0.0
612,75,01/07/21,ERROR,MXN,23,4861.8,0.0
613,75,01/07/21,CANCELLED,MXN,4,51.07,0.0
614,75,01/07/21,IN_PROGRESS,MXN,1,300.0,0.0
615,75,01/08/21,COMPLETED,MXN,"13,930",3055846.96,6214.74
616,75,01/08/21,FAILED,MXN,"5,730",963595.68,0.0
617,75,01/08/21,CANCELLED,MXN,7,78512.95,0.0
618,75,01/08/21,ERROR,MXN,2,747.84,0.0
619,76,01/07/21,COMPLETED,MXN,"8,966",9483967.71,187956.87
620,76,01/07/21,FAILED,MXN,"8,761",10352777.04,0.0
621,76,01/07/21,CANCELLED,MXN,15,15079.43,0.0
622,76,01/07/21,ERROR,MXN,12,10311.51,0.0
623,76,01/07/21,IN_PROGRESS,MXN,1,686.96,0.0
624,76,01/08/21,FAILED,MXN,"10,606",10458569.82,0.0
625,76,01/08/21,COMPLETED,MXN,"9,566",7972803.19,216301.73
626,76,01/08/21,CANCELLED,MXN,18,800255.99,0.0
627,76,01/08/21,ERROR,MXN,2,1086.97,0.0
628,77,01/07/21,COMPLETED,MXN,"7,002",1939091.7,252309.96
629,77,01/07/21,FAILED,MXN,"5,732",5345429.99,0.0
630,77,01/07/21,ERROR,MXN,7,374.9,0.0
631,77,01/08/21,COMPLETED,MXN,"12,547",3658602.1,495081.57
632,77,01/08/21,FAILED,MXN,"12,106",8702518.11,0.0
633,77,01/08/21,ERROR,MXN,8,2870.63,0.0
634,78,01/07/21,COMPLETED,MXN,"9,157",2281109.0,27676.0
635,78,01/07/21,FAILED,MXN,"6,833",1973894.0,0.0
636,78,01/07/21,ERROR,MXN,24,5012.0,0.0
637,78,01/08/21,COMPLETED,MXN,"12,102",2721783.0,26172.0
638,78,01/08/21,FAILED,MXN,"8,125",2521931.0,0.0
639,78,01/08/21,ERROR,MXN,2,678.0,0.0
640,79,01/07/21,COMPLETED,MXN,"16,878",67992774.17,0.0
641,79,01/07/21,FAILED,MXN,101,314332.0,0.0
642,79,01/07/21,CANCELLED,MXN,23,76642.0,0.0
643,79,01/08/21,COMPLETED,MXN,"17,926",72159624.78,0.0
644,79,01/08/21,FAILED,MXN,85,228316.0,0.0
645,80,01/07/21,COMPLETED,MXN,"11,708",4902542.33,45332.7
646,80,01/07/21,FAILED,MXN,"4,493",2405217.14,0.0
647,80,01/07/21,EXPIRED,MXN,"2,297",1150339.91,0.0
648,80,01/07/21,CANCELLED,MXN,12,21127.6,0.0
649,80,01/07/21,ERROR,MXN,8,2120.92,0.0
650,80,01/08/21,COMPLETED,MXN,"10,341",4362362.96,38757.42
651,80,01/08/21,FAILED,MXN,"4,603",2451737.21,0.0
652,80,01/08/21,EXPIRED,MXN,"1,432",724042.43,0.0
653,80,01/08/21,CANCELLED,MXN,65,38486.55,0.0
654,80,01/08/21,ERROR,MXN,4,960.96,0.0
655,80,01/08/21,CHARGE_PENDING,MXN,1,260.0,0.0
656,81,01/07/21,FAILED,MXN,"7,929",3354380.0,0.0
657,81,01/07/21,COMPLETED,MXN,"7,920",3289082.0,21597.0
658,81,01/07/21,EXPIRED,MXN,475,172699.0,0.0
659,81,01/07/21,IN_PROGRESS,MXN,271,119173.0,0.0
660,81,01/07/21,ERROR,MXN,56,26756.0,0.0
661,81,01/07/21,CANCELLED,MXN,5,500.0,0.0
662,81,01/08/21,FAILED,MXN,"8,259",3354718.0,0.0
663,81,01/08/21,COMPLETED,MXN,"7,484",2879523.0,4450.0
664,81,01/08/21,EXPIRED,MXN,377,158876.0,0.0
665,81,01/08/21,IN_PROGRESS,MXN,314,94322.0,0.0
666,81,01/08/21,ERROR,MXN,22,12095.0,0.0
667,81,01/08/21,CANCELLED,MXN,1,100.0,0.0
668,82,01/07/21,FAILED,MXN,"8,697",66305307.36,0.0
669,82,01/07/21,COMPLETED,MXN,"5,409",19450169.52,0.0
670,82,01/07/21,EXPIRED,MXN,"1,957",6469522.96,0.0
671,82,01/07/21,ERROR,MXN,7,7012.78,0.0
672,82,01/08/21,FAILED,MXN,"9,147",62815757.77,0.0
673,82,01/08/21,COMPLETED,MXN,"5,507",15524305.47,0.0
674,82,01/08/21,EXPIRED,MXN,"1,132",5014323.02,0.0
675,82,01/08/21,ERROR,MXN,7,24191.5,0.0
676,83,01/07/21,IN_PROGRESS,MXN,"8,081",25394553.09,0.0
677,83,01/07/21,COMPLETED,MXN,"6,333",28224690.95,0.0
678,83,01/07/21,FAILED,MXN,558,2171542.0,0.0
679,83,01/07/21,CANCELLED,MXN,2,66129.94,0.0
680,83,01/08/21,IN_PROGRESS,MXN,"8,305",26964259.56,0.0
681,83,01/08/21,COMPLETED,MXN,"6,650",28788819.11,0.0
682,83,01/08/21,CANCELLED,MXN,"1,233",3921781.7,0.0
683,83,01/08/21,FAILED,MXN,593,2299845.1,0.0
684,84,01/07/21,IN_PROGRESS,MXN,"14,421",59363140.0,0.0
685,84,01/07/21,COMPLETED,MXN,119,485045.0,0.0
686,84,01/07/21,FAILED,MXN,13,43904.8,0.0
687,84,01/08/21,IN_PROGRESS,MXN,"16,098",57827120.0,0.0
688,84,01/08/21,COMPLETED,MXN,139,490453.0,0.0
689,84,01/08/21,FAILED,MXN,21,100430.0,0.0
690,85,01/07/21,CANCELLED,MXN,"8,678",6952484.92,0.0
691,85,01/07/21,COMPLETED,MXN,"5,709",10337640.83,0.0
692,85,01/07/21,IN_PROGRESS,MXN,179,64914.83,0.0
693,85,01/08/21,CANCELLED,MXN,"9,607",7605297.49,0.0
694,85,01/08/21,COMPLETED,MXN,"5,752",10336797.42,0.0
695,85,01/08/21,IN_PROGRESS,MXN,330,99762.78,0.0
696,86,01/07/21,FAILED,MXN,"12,253",6982366.6,0.0
697,86,01/07/21,COMPLETED,MXN,"4,672",1402019.45,5622.06
698,86,01/07/21,CANCELLED,MXN,116,202651.46,0.0
699,86,01/07/21,ERROR,MXN,11,2214.66,0.0
700,86,01/08/21,FAILED,MXN,"9,913",6998213.01,0.0
701,86,01/08/21,COMPLETED,MXN,"3,151",1253021.79,1451.88
702,86,01/08/21,CANCELLED,MXN,97,149371.17,0.0
703,87,01/07/21,IN_PROGRESS,MXN,"12,263",14840736.19,0.0
704,87,01/07/21,COMPLETED,MXN,"1,502",2246647.5,0.0
705,87,01/07/21,FAILED,MXN,170,255288.8,0.0
706,87,01/08/21,IN_PROGRESS,MXN,"12,825",18695875.71,0.0
707,87,01/08/21,COMPLETED,MXN,"1,364",1980545.63,0.0
708,87,01/08/21,FAILED,MXN,178,299075.05,0.0
709,88,01/07/21,COMPLETED,MXN,"11,035",1516234.05,0.0
710,88,01/07/21,FAILED,MXN,"5,791",2955265.94,0.0
711,88,01/07/21,CANCELLED,MXN,608,486881.4,0.0
712,88,01/07/21,ERROR,MXN,24,2563.29,0.0
713,88,01/08/21,COMPLETED,MXN,"6,935",973304.08,0.0
714,88,01/08/21,FAILED,MXN,"3,432",1746622.94,0.0
715,88,01/08/21,CANCELLED,MXN,381,223536.33,0.0
716,88,01/08/21,ERROR,MXN,6,467.32,0.0
717,89,01/07/21,COMPLETED,MXN,"8,000",3478951.5,3443.0
718,89,01/07/21,FAILED,MXN,"5,291",1568871.0,0.0
719,89,01/07/21,IN_PROGRESS,MXN,257,350941.0,0.0
720,89,01/07/21,CANCELLED,MXN,96,127435.5,0.0
721,89,01/07/21,ERROR,MXN,4,7789.0,0.0
722,89,01/08/21,COMPLETED,MXN,"8,149",3833640.0,7428.0
723,89,01/08/21,FAILED,MXN,"5,751",2021139.0,0.0
724,89,01/08/21,IN_PROGRESS,MXN,374,479772.0,0.0
725,89,01/08/21,CANCELLED,MXN,108,157066.0,0.0
726,89,01/08/21,EXPIRED,MXN,13,23150.0,0.0
727,89,01/08/21,ERROR,MXN,2,178.0,0.0
728,90,01/07/21,COMPLETED,MXN,"10,231",16698476.0,17290.0
729,90,01/07/21,FAILED,MXN,"2,563",5838407.6,0.0
730,90,01/07/21,IN_PROGRESS,MXN,"1,009",1507260.0,0.0
731,90,01/07/21,CANCELLED,MXN,80,147770.0,0.0
732,90,01/07/21,ERROR,MXN,9,11740.0,0.0
733,90,01/08/21,COMPLETED,MXN,"9,874",18355945.0,1171940.0
734,90,01/08/21,FAILED,MXN,"2,706",12654766.7,0.0
735,90,01/08/21,IN_PROGRESS,MXN,"1,069",1684270.0,0.0
736,90,01/08/21,CANCELLED,MXN,57,90760.0,0.0
737,91,01/07/21,COMPLETED,MXN,"10,421",1421815.0,0.0
738,91,01/07/21,FAILED,MXN,"3,073",475211.1,0.0
739,91,01/07/21,CANCELLED,MXN,10,1422.0,0.0
740,91,01/08/21,COMPLETED,MXN,"10,718",1469891.0,0.0
741,91,01/08/21,FAILED,MXN,"2,772",427628.9,0.0
742,91,01/08/21,CANCELLED,MXN,1,89.0,0.0
743,92,01/07/21,FAILED,MXN,"23,889",22270701.04,0.0
744,92,01/07/21,COMPLETED,MXN,435,335908.17,97738.16
745,92,01/07/21,CANCELLED,MXN,83,45493.31,0.0
746,92,01/07/21,ERROR,MXN,3,3061.75,0.0
747,92,01/08/21,FAILED,MXN,"1,928",1698990.83,0.0
748,92,01/08/21,COMPLETED,MXN,243,190967.69,26427.25
749,92,01/08/21,CANCELLED,MXN,75,41322.3,0.0
750,93,01/07/21,FAILED,MXN,"10,087",24826586.99,0.0
751,93,01/07/21,COMPLETED,MXN,"4,484",10827157.94,262169.25
752,93,01/07/21,CANCELLED,MXN,328,838297.13,0.0
753,93,01/07/21,ERROR,MXN,8,26631.18,0.0
754,93,01/08/21,FAILED,MXN,"8,163",21066347.45,0.0
755,93,01/08/21,COMPLETED,MXN,"3,226",8419207.01,276983.13
756,93,01/08/21,CANCELLED,MXN,215,601477.49,0.0
757,94,01/07/21,FAILED,MXN,"6,450",6368558.48,0.0
758,94,01/07/21,COMPLETED,MXN,"6,030",4729586.14,131427.39
759,94,01/07/21,ERROR,MXN,5,4175.15,0.0
760,94,01/07/21,CANCELLED,MXN,2,664.65,0.0
761,94,01/08/21,FAILED,MXN,"7,027",6659854.01,0.0
762,94,01/08/21,COMPLETED,MXN,"6,666",5528022.07,137133.03
763,94,01/08/21,CANCELLED,MXN,4,7563.45,0.0
764,95,01/07/21,COMPLETED,MXN,"5,232",1595848.15,4379.0
765,95,01/07/21,CANCELLED,MXN,"5,014",2169685.0,0.0
766,95,01/07/21,FAILED,MXN,"1,484",466776.08,0.0
767,95,01/07/21,IN_PROGRESS,MXN,384,603416.0,0.0
768,95,01/07/21,ERROR,MXN,9,3191.0,0.0
769,95,01/08/21,COMPLETED,MXN,"5,298",1654148.01,5928.0
770,95,01/08/21,CANCELLED,MXN,"4,998",2598956.44,0.0
771,95,01/08/21,FAILED,MXN,"1,987",598666.0,0.0
772,95,01/08/21,IN_PROGRESS,MXN,575,782872.0,0.0
773,96,01/07/21,COMPLETED,MXN,"7,969",25293193.74,0.0
774,96,01/07/21,CANCELLED,MXN,"5,104",16587376.21,0.0
775,96,01/07/21,IN_PROGRESS,MXN,8,1082.2,0.0
776,96,01/08/21,COMPLETED,MXN,"6,352",29307106.4,0.0
777,96,01/08/21,CANCELLED,MXN,"4,727",26488636.55,0.0
778,96,01/08/21,IN_PROGRESS,MXN,42,154068.72,0.0
779,97,01/07/21,FAILED,MXN,"9,415",87576539.0,0.0
780,97,01/07/21,COMPLETED,MXN,"5,839",49275538.7,1838.0
781,97,01/07/21,EXPIRED,MXN,"1,298",6639880.4,0.0
782,97,01/07/21,ERROR,MXN,52,316856.0,0.0
783,97,01/08/21,FAILED,MXN,"2,895",4357862.0,0.0
784,97,01/08/21,COMPLETED,MXN,"2,762",3661243.0,0.0
785,97,01/08/21,EXPIRED,MXN,931,1199086.0,0.0
786,97,01/08/21,ERROR,MXN,3,2693.0,0.0
